Event_ID,Event_Path,Event_Type,,Event_ID,Parameter_ID,Parameter_Name,Min,Max
2509,event:/SFX/Enemy/Helena/Pray,SFX,,,,,,
2510,event:/SFX/Enemy/Helena/BarriorActivated,SFX,,,,,,
2511,event:/SFX/Enemy/Helena/BarriorStruggle,SFX,,,,,,
2512,event:/SFX/Enemy/Helena/BarriorBroken,SFX,,,,,,
2513,event:/SFX/Enemy/Helena/Disappear,SFX,,,,,,
2514,event:/SFX/Enemy/Helena/Appear,SFX,,,,,,
2515,event:/SFX/Enemy/Helena/Hit,SFX,,,,,,
2516,event:/SFX/Enemy/Helena/CrimsonLaserLoop,SFX,,,,,,
2517,event:/SFX/Enemy/Helena/HelenaLaserCommand,SFX,,,,,,
2518,event:/SFX/Enemy/Helena/CrimsonBurning,SFX,,,,,,
2519,event:/SFX/Enemy/Helena/SisterAttackVoice,SFX,,,,,,
4901,event:/SFX/Common/Blunt/BluntAttack,SFX,,,,,,
4902,event:/SFX/Common/Blunt/BluntHit,SFX,,,,,,
4903,event:/SFX/Common/Gun/GunReady,SFX,,,,,,
4904,event:/SFX/Common/Gun/GunFire,SFX,,,,,,
4905,event:/SFX/Common/Gun/GunFire_Tail,SFX,,,,,,
4906,event:/SFX/Common/Gun/BulletHit,SFX,,,,,,
4907,event:/SFX/Common/Sword/SwordAttack,SFX,,,,,,
4908,event:/SFX/Common/Sword/SwordHit,SFX,,,,,,
4909,event:/SFX/Common/Throw/Throw,SFX,,,,,,
4910,event:/SFX/Common/Barrior/BarriorBroken,SFX,,,,,,
4911,event:/SFX/Common/Barrior/BarriorSuccess,SFX,,,,,,
4912,event:/SFX/Common/Guard/GuardAttack,SFX,,,,,,
4913,event:/SFX/Common/Guard/GuardBroken,SFX,,,,,,
4914,event:/SFX/Common/Guard/GuardHit,SFX,,,,,,
4915,event:/SFX/Common/Guard/GuardSuccess,SFX,,,,,,
4916,event:/SFX/Common/Laser/BeamCharge_Proton,SFX,,,,,,
4917,event:/SFX/Common/Laser/BeamShot_Proton,SFX,,,,,,
4918,event:/SFX/Common/Laser/BeamCharge_Recon,SFX,,,,,,
4919,event:/SFX/Common/Laser/BeamShot_Recon,SFX,,,,,,
4920,event:/SFX/Common/Laser/BeamShot_Energy,SFX,,,,,,
4921,event:/SFX/Common/Voice/CommonHitVoice,SFX,,,,,,
4922,event:/SFX/Common/Voice/CommonReadyVoice,SFX,,,,,,
4923,event:/SFX/Common/Sword/RapierHit,SFX,,,,,,
4924,event:/SFX/Common/Laser/BeamCharge_Sister,SFX,,,,,,
4925,event:/SFX/Common/Laser/BeamShot_Sister,SFX,,,,,,
5000,event:/UI/MainTitle,SFX,,,,,,
5001,snapshot:/VolumeController/AmbVolumeControl,Snapshot,,,,,,
5002,snapshot:/VolumeController/BgmVolumeControl,Snapshot,,,,,,
5003,snapshot:/VolumeController/SfxVolumeControl,Snapshot,,,,,,
5004,snapshot:/Letterbox,Snapshot,,,,,,
5005,event:/UI/Btn,SFX,,,,,,
5006,event:/UI/SystemVoice,SFX,,,,,,
5007,event:/UI/SystemText_Large,SFX,,,,,,
5008,snapshot:/BossReverbCut,Snapshot,,,,,,
5009,snapshot:/AkaneDead,Snapshot,,,,,,
6001,event:/SFX/CutScene/00_Explosion_Large,SFX,,,,,,
6002,event:/SFX/CutScene/00_Explosion_Medium,SFX,,,,,,
6003,event:/SFX/CutScene/01_BreakTheClass,SFX,,,,,,
6004,event:/SFX/CutScene/03_FreeYakisobaPan,SFX,,,,,,
6005,event:/SFX/CutScene/03_YakisobaGirlVoice,SFX,,,,,,
6006,event:/SFX/CutScene/03_EnemyReaction,SFX,,,,,,
6007,event:/SFX/CutScene/04_ExpandTheZone,SFX,,,,,,
8001,event:/Amb/Zone,Amb,,,,,,
8002,event:/Amb/Sky,Amb,,,,,,
8003,event:/Amb/Rain,Amb,,,,,,
8004,event:/Amb/01_School_Class,Amb,,,,,,
8005,event:/Amb/01_School_Corridor,Amb,,,,,,
8006,event:/Amb/01_School_Ground,Amb,,,,,,
9001,event:/BGM/Battle_EZ,BGM,,,,,,
9002,event:/BGM/Title/Intro,BGM,,,,,,
9003,event:/BGM/Title/Main,BGM,,,,,,
9004,event:/BGM/School/1,BGM,,,,,,
9005,event:/BGM/School/Boss,BGM,,,,,,
9006,event:/BGM/School/2,BGM,,,,,,
9007,event:/BGM/School/BossKill,BGM,,,,,,
